股票代码,股票名称,所属行业,PE(动),总市值
300509,新美星,机械行业,93.43,47.51
300510,金冠电气,输配电气,107.67,60.69
300511,雪榕生物,农牧饲渔,63.05,66.07
300512,中亚股份,机械行业,53.84,85.91
300513,恒泰实达,软件服务,1273.82,63.49
300515,三德科技,仪器仪表,202.75,61.91
300516,久之洋,电子元件,174.95,121.6
300517,海波重科,工程建设,131.26,47.98
300518,盛讯达,软件服务,106.25,105.9
300519,新光药业,医药制造,56.79,64.00
300520,科大国创,软件服务,139.62,79.48
300521,爱司凯,专用设备,112.48,48.56
300522,世名科技,化工行业,84.86,59.58
300523,辰安科技,软件服务,1226.54,82.36
300525,博思软件,软件服务,337.85,55.47
300526,中潜股份,专用设备,294.7,90.88
300527,华舟应急,专用设备,109.07,119.6
300528,幸福蓝海,文化传媒,98.14,95.73
300529,健帆生物,医疗行业,95.33,177.0
300530,达志科技,化工行业,99.14,44.50
300531,优博讯,电子信息,184.23,91.66
300532,今天国际,交运物流,114.37,56.62
300533,冰川网络,软件服务,75.58,116.2
300534,陇神戎发,医药制造,169.46,80.07
300535,达威股份,化工行业,104.05,53.94
300536,农尚环境,园林工程,87.25,44.28
300537,广信材料,化工行业,111.9,47.46
300538,同益股份,化工行业,112.71,41.49
300539,横河模具,塑胶制品,142.39,43.89
300540,深冷股份,机械行业,94.55,44.64
300541,先进数通,软件服务,181.39,57.53
300542,新晨科技,软件服务,359.61,46.43
300543,朗科智能,电子信息,88.75,67.97
300545,联得装备,电子元件,172.66,52.32
300546,雄帝科技,专用设备,134.11,57.86
300547,川环科技,塑胶制品,75.35,54.69
300548,博创科技,通讯行业,93.68,64.77
300549,优德精密,专用设备,109.31,48.06
300550,和仁科技,软件服务,116.56,54.62
300551,古鳌科技,专用设备,228.75,47.08
300552,万集科技,软件服务,92.23,63.96
300553,集智股份,仪器仪表,131.49,41.57
300555,路通视信,通讯行业,90.28,47.70
300556,丝路视觉,软件服务,401.3,62.25
300557,理工光科,仪器仪表,97.97,42.69
300558,贝达药业,医药制造,69.16,284.3
300559,佳发安泰,软件服务,75.64,46.73
300560,中富通,通讯行业,117.08,45.29
300561,汇金科技,软件服务,80.52,63.50
300562,乐心医疗,医疗行业,102.29,82.36
300563,神宇股份,电子元件,117.53,42.31
300565,科信技术,通讯行业,82.93,60.93
300566,激智科技,电子元件,102.52,60.46
300567,精测电子,专用设备,74.18,73.20
300568,星源材质,材料行业,64.17,99.73
300569,天能重工,输配电气,42.92,87.34
300570,太辰光,电子元件,68.4,69.10
300571,平治信息,电子信息,117.57,55.73
300572,安车检测,仪器仪表,83.15,43.13
300573,兴齐眼药,医药制造,72.83,44.06
300575,中旗股份,化肥行业,63.26,48.81
300576,容大感光,化工行业,111.16,40.88
300577,开润股份,纺织服装,67.76,57.95
300578,会畅通讯,软件服务,122.71,45.50
300579,数字认证,软件服务,240.32,57.76
300580,贝斯特,汽车行业,63.15,69.78
300581,晨曦航空,航天航空,203.54,58.76
300582,英飞特,电子元件,92.62,57.10
300583,赛托生物,医药制造,79.9,84.15
300584,海辰药业,医药制造,105.98,44.08
300585,奥联电子,汽车行业,94.75,46.56
300586,美联新材,化工行业,93.65,44.31
300587,天铁股份,塑胶制品,77.65,48.43
300588,熙菱信息,电子信息,204.31,52.11
300589,江龙船艇,船舶制造,276.3,44.77
300590,移为通信,电子信息,82.69,63.60
300591,万里马,纺织服装,309.14,77.50
300592,华凯创意,装修装饰,130.7,49.25
300593,新雷能,机械行业,109.09,54.48
300595,欧普康视,专用设备,71.26,81.26
300596,利安隆,化工行业,60.01,58.78
300597,吉大通信,软件服务,152.83,73.78
300598,诚迈科技,软件服务,103.48,52.32
300599,雄塑科技,塑胶制品,96.43,93.05
300600,瑞特股份,船舶制造,70.92,81.25
300601,康泰生物,医药制造,156.77,155.5
300602,飞荣达,电子元件,72.4,73.18
300603,立昂技术,软件服务,245.61,53.64
300605,恒锋信息,软件服务,120.93,47.21
300606,金太阳,专用设备,109.59,44.06
300607,拓斯达,机械行业,109.68,65.71
300608,思特奇,电子信息,0.0,52.39
300609,汇纳科技,电子信息,144.1,69.60
300610,晨化股份,化工行业,81.27,49.50
300611,美力科技,交运设备,110.73,61.29
300612,宣亚国际,文化传媒,188.77,69.66
300613,富瀚微,软件服务,110.95,124.1
300615,欣天科技,通讯行业,86.11,51.03
300616,尚品宅配,木业家具,78.63,200.9
300617,安靠智电,电力行业,113.94,82.70
300618,寒锐钴业,有色金属,135.06,89.92
300619,金银河,专用设备,152.21,65.63
300620,光库科技,通讯行业,83.39,41.33
300621,维业股份,装修装饰,59.5,32.80
300622,博士眼镜,材料行业,68.94,26.05
300623,捷捷微电,电子元件,75.45,87.84
300625,三雄极光,电子元件,55.92,137.9
300626,华瑞股份,机械行业,44.04,17.40
300627,华测导航,电子信息,31.44,32.10
300628,亿联网络,通讯行业,39.07,168.9
300629,新劲刚,金属制品,32.59,8.74
300630,N普利,医药制造,0.0,0
300631,久吾高科,材料行业,31.07,13.38
300632,光莆股份,电子元件,0.0,0
300633,开立医疗,专用设备,0.0,0
300635,达安股份,工程建设,0.0,0
300636,同和药业,医药制造,0.0,0
300637,扬帆新材,化工行业,0.0,0
300638,广和通,通讯行业,0.0,0
300639,凯普生物,医药制造,0.0,0
